type;repertoire;nom;lien;id;qte;rel_url;taille
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif/MCD;"Ap.offre 6000024449 MCD CAOUTCHOUC.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/MCD/Ap.offre%206000024449%20MCD%20CAOUTCHOUC.pdf";1;b89fad64-1ba5-45c8-b599-490d2b6a7462;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/MCD/Ap.offre%206000024449%20MCD%20CAOUTCHOUC.pdf;96643
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif/MCD;"Lettre MCD.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/MCD/Lettre%20MCD.pdf";1;f8797561-b3a9-4b4d-b90e-f71ac000093f;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/MCD/Lettre%20MCD.pdf;169067
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif;"Alfa Laval";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Alfa%20Laval";2;3ef7b5c1-ee9b-4c2d-b3fe-36e7a35b80e7;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Alfa%20Laval
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif/Alfa Laval;"Ap.offre 6000024450 ALFA LAVAL SAS.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Alfa%20Laval/Ap.offre%206000024450%20ALFA%20LAVAL%20SAS.pdf";1;a3252c91-7d85-4821-a0dc-3d32592d38e8;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Alfa%20Laval/Ap.offre%206000024450%20ALFA%20LAVAL%20SAS.pdf;96715
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif/Alfa Laval;"Lettre Alfa Laval.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Alfa%20Laval/Lettre%20Alfa%20Laval.pdf";1;912fb93a-16ee-45ec-bf4b-c105145601f7;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Alfa%20Laval/Lettre%20Alfa%20Laval.pdf;169086
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif;"Acim Jouanin";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Acim%20Jouanin";2;d359fa59-6147-4373-86b1-41b831747709;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Acim%20Jouanin
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif/Acim Jouanin;"Lettre Acim Jouanin.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Acim%20Jouanin/Lettre%20Acim%20Jouanin.pdf";1;2575f516-e331-450d-88a0-6ad0c125ce4c;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Acim%20Jouanin/Lettre%20Acim%20Jouanin.pdf;169188
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif/Acim Jouanin;"Ap.offre 6000024446 APPEL OFFRE.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Acim%20Jouanin/Ap.offre%206000024446%20APPEL%20OFFRE.pdf";1;0c72de37-2b2d-4bed-9593-e3fcb5d58925;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Acim%20Jouanin/Ap.offre%206000024446%20APPEL%20OFFRE.pdf;96324
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif;"Ziemex";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Ziemex";2;1887bd8f-a03a-4178-98c0-8819912e2147;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Ziemex
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif/Ziemex;"Ap.offre 6000024446 APPEL OFFRE.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Ziemex/Ap.offre%206000024446%20APPEL%20OFFRE.pdf";1;372298bd-cf20-4150-b044-38647b97ba5e;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Ziemex/Ap.offre%206000024446%20APPEL%20OFFRE.pdf;96324
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif/Ziemex;"Lettre Ziemex.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Ziemex/Lettre%20Ziemex.pdf";1;156ccf5b-7ce7-4cd7-8579-a6790d3f519b;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/Ziemex/Lettre%20Ziemex.pdf;169201
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif;"KAPP";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/KAPP";2;80a9dc29-32b4-4e77-bbdc-fc41638f0927;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/KAPP
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif/KAPP;"Ap.offre 6000024448 KAPP.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/KAPP/Ap.offre%206000024448%20KAPP.pdf";1;e24dfc33-0d61-4809-983d-a3b7cf2a8a4f;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/KAPP/Ap.offre%206000024448%20KAPP.pdf;96748
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/1 - DCE/a- Dossier administratif/KAPP;"Lettre KAPP.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/KAPP/Lettre%20KAPP.pdf";1;4adb575f-afe5-4b41-981b-fae24ba291c7;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/1%20-%20DCE/a-%20Dossier%20administratif/KAPP/Lettre%20KAPP.pdf;169180
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU;"2 - Retour AO";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO";5;d7d55c0a-e32c-493d-b3f5-d1c89b282a9e;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO;"a- Préconsultation";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/a-%20Pr%E9consultation";0;18a4ef66-685b-438d-8622-64fdaff71ca2;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/a-%20Pr%E9consultation
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO;"c- Alfa Laval";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/c-%20Alfa%20Laval";2;eaf76157-6bcc-45d7-9eaa-67a9f0b5fbd4;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/c-%20Alfa%20Laval
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO/c- Alfa Laval;"Offre Rev 0";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/c-%20Alfa%20Laval/Offre%20Rev%200";0;e17a6fcd-7e4d-47cd-96b9-78aeef5e815d;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/c-%20Alfa%20Laval/Offre%20Rev%200
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO/c- Alfa Laval;"Offre V1";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/c-%20Alfa%20Laval/Offre%20V1";1;75506c96-7c1b-401b-89d7-cc4a13885b4c;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/c-%20Alfa%20Laval/Offre%20V1
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO/c- Alfa Laval/Offre V1;"Adisseo Devis 15PECAT1375.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/c-%20Alfa%20Laval/Offre%20V1/Adisseo%20Devis%2015PECAT1375.pdf";1;09019676-3739-4a16-a106-fb6b763a0554;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/c-%20Alfa%20Laval/Offre%20V1/Adisseo%20Devis%2015PECAT1375.pdf;851948
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO;"d- Kapp";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/d-%20Kapp";1;76ef8edd-fa40-4103-b469-7045b2fb5cd3;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/d-%20Kapp
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO/d- Kapp;"Offre-100695-Rev0.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/d-%20Kapp/Offre-100695-Rev0.pdf";1;d9ebd4d5-5cf4-43d5-8ecc-c024a0c7b397;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/d-%20Kapp/Offre-100695-Rev0.pdf;1209474
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO;"b- Ziemex";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/b-%20Ziemex";2;d041f673-fce7-4a82-beb4-b2e19c13a674;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/b-%20Ziemex
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO/b- Ziemex;"Offre V1";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/b-%20Ziemex/Offre%20V1";3;441fca19-2768-4788-9b99-022607efa210;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/b-%20Ziemex/Offre%20V1
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO/b- Ziemex/Offre V1;"Schema.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/b-%20Ziemex/Offre%20V1/Schema.pdf";1;07f2922b-06f7-487b-b960-1a4e0bb5b8ea;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/b-%20Ziemex/Offre%20V1/Schema.pdf;20651
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO/b- Ziemex/Offre V1;"Devis 20103408.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/b-%20Ziemex/Offre%20V1/Devis%2020103408.pdf";1;7cd0c7a0-db47-45fa-8c20-499abb5bf4ef;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/b-%20Ziemex/Offre%20V1/Devis%2020103408.pdf;175422
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO/b- Ziemex/Offre V1;"Data Sheet.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/b-%20Ziemex/Offre%20V1/Data%20Sheet.pdf";1;c79d7b64-7181-4648-a05a-fd5eb22255e1;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/b-%20Ziemex/Offre%20V1/Data%20Sheet.pdf;27914
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO/b- Ziemex;"Offre Rev 0";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/b-%20Ziemex/Offre%20Rev%200";0;1ca60e54-1f17-4dc2-8f39-e04b9a130bbe;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/b-%20Ziemex/Offre%20Rev%200
d;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO;"e- MCD Maintenance";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/e-%20MCD%20Maintenance";1;aaead563-425f-4089-981a-d9a99ddb7465;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/e-%20MCD%20Maintenance
f;/sites/team/achats/industrial/Archives/4210060971 - KAPP - CTY_BEC_ED-E23080_CHAU/2 - Retour AO/e- MCD Maintenance;"RE  MCD - Adisseo Cty - Échangeur E23080.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/e-%20MCD%20Maintenance/RE%20%20MCD%20-%20Adisseo%20Cty%20-%20%C3%89changeur%20E23080.msg";1;de3966af-9e49-4230-b926-a8581390432b;/sites/team/achats/industrial/Archives/4210060971%20-%20KAPP%20-%20CTY_BEC_ED-E23080_CHAU/2%20-%20Retour%20AO/e-%20MCD%20Maintenance/RE%20%20MCD%20-%20Adisseo%20Cty%20-%20%C3%89changeur%20E23080.msg;158208
d;/sites/team/achats/industrial/Archives;"4220020503 - SMTS - Dalle BTRF";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF";6;dd511e19-e01a-4382-8a51-21b0ac7988aa;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF
f;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF;"AO.zip";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/AO.zip";1;f1fe5758-cbd1-4a12-bf60-3faa8e84df6e;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/AO.zip;5333817
f;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF;"Appel d'offres Dalle BTRF.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/Appel%20d%27offres%20Dalle%20BTRF.msg";1;d5b7c3b4-86e5-43a1-aec4-65f408f41383;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/Appel%20d%27offres%20Dalle%20BTRF.msg;5507584
d;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF;"MTI";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/MTI";1;8858102f-c3a9-4a54-ad9c-01c2d2662b0d;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/MTI
f;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF/MTI;"RE  Appel d'offres Dalle BTRF.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/MTI/RE%20%20Appel%20d%27offres%20Dalle%20BTRF.msg";1;264393d0-dc16-4f49-9eaf-6c2f61602c1d;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/MTI/RE%20%20Appel%20d%27offres%20Dalle%20BTRF.msg;532480
d;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF;"AO";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/AO";3;696c16c9-3fe1-4f61-9080-6637c82b636c;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/AO
f;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF/AO;"Lettre AO SG.doc";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/AO/Lettre%20AO%20SG.doc";1;dc411a04-b8f2-468f-885d-5ee532b5c5a8;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/AO/Lettre%20AO%20SG.doc;6140416
f;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF/AO;"CCP GC Dalle BTRF.doc";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/AO/CCP%20GC%20Dalle%20BTRF.doc";1;f4ba89bc-3025-4729-a36e-ae89f8b9f05a;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/AO/CCP%20GC%20Dalle%20BTRF.doc;142336
f;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF/AO;"3677_001.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/AO/3677_001.pdf";1;69c5489b-5a42-4ac1-9480-cf9869b47279;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/AO/3677_001.pdf;93512
d;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF;"SMTS";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/SMTS";3;ab4794a3-67d3-4868-ae23-f35d2a5e0a00;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/SMTS
f;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF/SMTS;"REMISE.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/SMTS/REMISE.msg";1;7acabb74-89d0-4f85-9e5d-0125b00e6688;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/SMTS/REMISE.msg;190464
f;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF/SMTS;"UC15116 ADISSEO Mr Ghédifa entrée bascule BTRF.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/SMTS/UC15116%20ADISSEO%20Mr%20Gh%C3%A9difa%20entr%C3%A9e%20bascule%20BTRF.pdf";1;cb649f69-39df-4ffd-a23d-76b3d139eb21;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/SMTS/UC15116%20ADISSEO%20Mr%20Gh%C3%A9difa%20entr%C3%A9e%20bascule%20BTRF.pdf;129463
f;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF/SMTS;"TABLEAU DES RISQUES ADISSEO Dalle BTRF.pdf";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/SMTS/TABLEAU%20DES%20RISQUES%20ADISSEO%20Dalle%20BTRF.pdf";1;cf97bdec-3784-4343-9ef6-81a87f615185;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/SMTS/TABLEAU%20DES%20RISQUES%20ADISSEO%20Dalle%20BTRF.pdf;318341
d;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF;"RIBIERE";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/RIBIERE";2;1157f8a5-24ba-469f-a38c-f3ac48d68a65;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/RIBIERE
f;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF/RIBIERE;"DALLE BA BASCULE BTRF.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/RIBIERE/DALLE%20BA%20BASCULE%20BTRF.msg";1;1b17e3b6-52eb-43ad-ac32-ac5c994badbc;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/RIBIERE/DALLE%20BA%20BASCULE%20BTRF.msg;272896
f;/sites/team/achats/industrial/Archives/4220020503 - SMTS - Dalle BTRF/RIBIERE;"Devis '2681A' DALLE BA BASCULE BTRF.msg";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/RIBIERE/Devis%20%272681A%27%20DALLE%20BA%20BASCULE%20BTRF.msg";1;32695116-fddf-4204-a660-ba3e282d4c12;/sites/team/achats/industrial/Archives/4220020503%20-%20SMTS%20-%20Dalle%20BTRF/RIBIERE/Devis%20%272681A%27%20DALLE%20BA%20BASCULE%20BTRF.msg;282112
d;/sites/team/achats/industrial/Archives;"4220021180 - ARITMIS - Assistance systeme conduite - ROR";"https://adisseo.sharepoint.com/sites/team/achats/industrial/Archives/4220021180%20-%20ARITMIS%20-%20Assistance%20systeme%20conduite%20-%20ROR";3;448995b2-5df7-4f1c-9d46-21cdf1212fe6;/sites/team/achats/industrial/Archives/4220021180%20-%20ARITMIS%20-%20Assistance%20systeme%20conduite%20-%20ROR
